AREA,DISTANCE_F_C_C,FLOOR,MAX_FLOOR,ROOMS,WINDOWS,PRICE
59.1,3600,5,7,5,7,116660
44.7,2000,2,2,2,3,89710
34.3,3500,5,5,3,7,61890
67.6,8400,6,11,5,6,117000
48.5,7900,1,5,5,6,57180
40.4,1500,3,5,3,7,104770
91.3,7200,5,5,3,5,142070
27.6,6000,1,9,3,6,48730
27.2,4600,9,10,3,6,52310
50.2,6100,6,7,3,5,69210
73.1,3900,5,5,1,2,112040
68.6,7600,3,12,1,3,120950
66.4,1800,3,4,1,4,122980
48.9,5400,6,10,1,4,73900
49.3,3300,2,2,1,3,119750
48.8,8000,1,11,5,8,75490
69.6,8400,3,9,5,8,114850
34.3,8300,9,9,2,4,49450
45.6,5300,2,10,1,2,73680
61,900,11,12,2,6,121490
79,1100,1,1,5,6,170640
65.3,3300,4,4,5,7,153330
50.5,1900,7,11,1,2,133320
61.2,6200,3,7,3,6,84820
93.7,2100,1,4,4,6,175650
50.6,5600,3,12,5,7,75950
25.3,1400,2,2,2,6,62130
60.8,5400,3,8,3,4,91310
80.1,4000,3,5,5,6,162230
42.8,6700,2,5,4,5,73220
54.6,4900,5,6,3,7,122160
48,7800,1,1,3,6,83500
47.5,6800,1,11,4,5,74760
30.6,4500,1,7,4,5,59510
69.9,6200,6,12,1,4,102990
53.4,6100,4,4,3,6,65930
91,6300,3,12,4,8,139440
47.3,2000,1,6,4,7,96670
61.5,2700,5,9,3,7,119240
25.3,8200,4,5,3,4,30390
83.2,9200,1,2,2,4,144440
40.8,500,5,5,1,5,106410
30.5,1100,1,2,3,6,76140
41.4,3300,2,2,2,4,69340
77.7,7300,1,6,3,5,98460
28.7,2800,2,3,1,4,59220
62.8,9500,4,12,4,8,113950
60.2,4400,2,3,2,5,132950
21,100,1,1,1,5,51480
63.3,6700,5,6,5,6,112400
53.8,7200,1,6,1,5,95330
35.1,800,3,5,2,3,86930
74.5,3000,3,9,6,9,143950
57.5,7900,2,7,4,8,81880
55.7,800,1,12,1,5,154040
36.7,7400,10,12,1,5,51420
47.6,2100,7,8,2,6,113990
43.2,2000,6,6,1,5,67020
50.6,3000,1,11,4,6,94260
23.8,2900,1,1,1,4,47010
36.9,9800,5,5,3,5,61270
24.3,8000,2,2,2,5,43560
32.9,5400,2,3,1,4,51490
46.5,8100,1,3,2,6,56120
87.1,4400,4,5,5,7,182020
33.4,500,4,12,1,3,73350
75,8800,4,5,3,5,134460
61.1,6100,1,8,2,5,78850
47.8,5400,1,6,2,6,61170
53.8,9200,7,8,5,9,74950
42.6,4800,3,6,4,7,95060
23.7,400,1,2,2,5,64690
97.8,5300,7,7,5,8,126220
57.2,7100,11,11,1,4,98480
85.6,100,2,3,5,7,257310
33.4,7700,7,12,1,2,62690
46.4,3600,1,4,1,4,99300
51,6800,10,12,1,4,63320
93.6,1400,1,5,2,6,253390
34.3,800,1,1,1,4,95260
57.5,7400,6,7,2,6,68930
25.6,8400,5,8,1,4,36860
41.2,8100,2,2,4,5,48380
33.7,1700,6,9,3,4,70840
95.9,8200,10,12,7,8,152140
51.4,6700,2,4,1,2,72120
98,9200,3,3,4,7,161140
33.7,8900,2,3,3,5,49160
90.1,5000,9,9,5,8,134850
35.1,4600,4,11,1,2,89490
53.1,400,7,8,3,4,166070
48.6,4300,2,4,2,6,78480
44.4,5800,2,2,1,3,69530
23.5,1400,1,1,1,4,50840
79.6,2600,1,1,4,7,161040
26.3,6900,1,1,1,2,31760
94.6,9600,1,1,2,5,163380
62.9,9400,10,10,3,7,92440
52.3,3600,1,5,2,6,112820
53.4,200,12,12,5,7,166520
72.8,8500,2,2,5,7,114460
61,5000,1,1,2,5,106940
70.3,7700,3,8,2,3,92960
37,9200,2,7,4,5,58480
78.8,8000,2,2,5,9,128710
22.7,8000,4,4,1,2,37220
43.6,4400,3,5,4,7,95630
55,9400,11,11,1,4,70480
41,2300,8,8,4,6,83680
32.8,6800,5,10,1,3,43710
42.3,6300,1,1,4,8,73170
33.7,6400,3,5,3,4,42190
51.2,4500,4,11,1,2,123440
57,700,1,1,3,4,146200
27.2,4300,1,4,3,7,43280
55.6,5200,1,1,1,3,79510
78.8,9700,8,11,5,7,107420
47.7,2000,7,8,1,5,89630
75.5,4400,6,12,4,8,123080
22.3,500,1,6,1,3,54810
95.4,7000,1,2,2,4,168280
28.5,4200,3,3,1,2,45160
67.9,6600,8,9,2,4,99360
22.8,3600,2,3,1,2,36340
91.8,9500,1,3,3,5,149450
45.1,1000,1,2,1,3,121680
39,1700,1,10,1,4,77670
50.8,9700,3,9,1,3,65290
80.8,6000,4,6,4,7,117280
38.7,2300,3,6,1,2,76170
81,1000,4,8,5,9,176440
40.1,8400,2,3,1,4,68600
85.3,8900,1,5,5,8,132040
52.5,4300,5,8,1,5,91320
39,500,6,8,2,5,98400
24.5,7400,10,11,1,4,35520
32.3,5200,3,6,2,4,45960
63.6,4200,2,6,3,6,133280
33.2,9700,2,6,4,5,61280
41.8,9600,3,4,1,2,51460
50.7,1200,7,12,1,5,109620
64.5,1600,3,9,4,7,136450
36.6,5300,2,2,2,6,44200
35.7,5500,2,10,1,3,44190
40.2,100,3,3,1,5,94460
35.6,4200,1,2,3,5,85800
44.7,7300,10,10,1,5,58090
69.5,3100,3,3,2,5,113960
82,9900,1,6,1,3,134240
43.3,1800,6,6,1,3,124500
82.2,1700,9,9,6,7,173480
56.8,2400,7,7,2,4,120480
45.9,5500,1,2,1,3,62290
38.9,6600,3,3,4,7,57550
53.3,7900,2,9,1,5,65920
28.4,1100,4,6,1,3,63130
46.8,9800,1,6,2,5,57400
62.3,900,3,4,1,2,120880
60.7,1700,5,8,1,2,129280
33.6,100,3,10,3,6,108360
78,3300,2,5,4,6,181100
43.8,8900,4,5,2,5,68270
86.1,9200,3,3,4,8,125610
45,900,5,9,1,2,135940
47.4,2800,2,5,3,6,78030
53,6800,1,2,1,4,80270
69.9,8500,4,11,2,3,126100
52.4,8800,8,10,1,3,98360
77.9,4100,1,11,4,5,150520
26,5500,8,10,1,2,41190
82,500,5,7,2,4,228090
61.9,4200,1,11,4,5,145290
46.5,9200,2,6,4,8,85830
36.6,8400,1,1,1,4,49340
67.5,4700,7,12,3,7,157230
35.1,6500,2,6,1,3,55850
51.2,3000,2,2,3,4,87920
56.9,9800,1,8,1,3,78860
42.9,6100,10,12,1,5,74250
62.6,600,2,7,1,2,177330
53,300,1,1,5,9,151490
34.5,1400,2,9,2,4,82030
90.3,7500,3,3,2,5,153760
33,2800,3,6,3,4,68560
92,5500,3,9,2,3,129610
21.3,8000,2,4,1,4,35310
45.8,7700,5,6,2,5,67270
69.1,3600,1,7,1,5,148010
90.3,8800,9,12,5,8,145140
66.2,6600,3,10,2,6,99300
61.6,2500,7,7,4,7,94800
36.8,8100,6,9,1,4,64220
94.3,2600,5,8,4,5,186420
28,600,2,2,3,4,77940
58.9,5500,4,6,1,3,81580
65.2,1000,6,6,5,7,131200
59.6,9500,3,7,2,4,105030
23.8,6000,7,10,1,5,41640
58.3,3400,3,6,3,7,144330
26,7200,6,6,2,6,35590
87.2,8800,1,1,3,5,146830
40.3,4900,1,1,2,4,68620
98.5,2800,6,12,4,7,238700
40.9,8100,5,5,1,2,68610
20.8,5700,1,2,3,5,32170
68.8,5600,8,11,5,8,85220
52.4,7900,4,7,1,2,68040
42.7,9800,1,2,1,3,61290
61,8400,11,12,2,6,91620
23.9,4400,9,9,3,5,57530
50.9,500,3,9,5,8,143660
21.3,1300,1,7,1,3,46830
57.2,2100,5,11,5,8,142040
23.4,9600,1,8,2,5,34320
78.4,8400,1,9,3,4,121990
53.5,5200,1,4,1,4,77040
29.5,5100,3,12,2,3,51670
63.5,9200,6,12,5,7,90240
23.6,6600,1,3,3,6,33810
38.6,200,4,4,4,6,89940
84.9,1800,2,2,4,6,160530
61.4,2300,1,2,5,9,103500
82.9,6700,5,5,1,4,106460
22.9,1200,4,6,1,5,64460
87.2,4400,1,1,5,6,165590
26.3,5000,9,10,2,5,39760
80.3,3000,1,10,5,8,192810
55.9,8900,1,3,4,8,74400
37.1,5800,6,10,1,2,52090
67.8,5900,3,6,1,3,113160
62,2800,1,7,1,3,139770
31.1,8500,3,5,2,3,42100
84.3,7200,4,9,4,5,129810
69.1,8200,1,2,6,10,81340
83.9,4800,2,3,5,7,151620
52,3500,8,12,3,6,129470
39.4,1000,7,9,2,6,100340
46.1,4700,2,2,2,5,75760
44.3,6200,3,3,1,5,67610
54,9400,6,11,1,5,85050
95.5,1300,7,9,2,3,215560
31.4,2400,4,12,1,4,51630
98.6,2600,3,3,6,10,163280
51.8,4900,3,3,1,5,125820
30.1,1300,1,2,1,2,57720
44.5,9600,3,6,3,4,60150
36.6,9400,1,1,1,3,49500
45,6300,1,2,4,5,53090
53.9,3700,8,9,3,6,87170
61.5,7100,1,4,1,5,92540
60.7,7600,1,1,1,2,103740
58.4,6600,1,3,1,4,95920
21.8,2700,1,7,1,3,51090
61.8,5100,1,1,1,3,103950
35,4700,1,1,4,5,73740
48.5,7300,12,12,3,4,77910
53.1,8300,8,9,1,4,67760
46.4,5500,3,5,1,2,58530
38.2,7400,6,9,4,7,67240
30.2,2400,4,10,4,6,69880
30.2,9100,1,6,1,3,49600
51.3,4100,5,5,5,7,84580
64.7,2100,2,4,2,3,165030
62.4,4900,2,2,5,7,104790
24.2,6300,6,10,1,5,37810
57.5,1300,4,9,1,2,164630
38,600,7,10,2,5,72630
40.4,600,6,9,1,4,102010
41.9,1000,6,10,1,5,125820
31.4,1000,1,1,1,2,64510
49.7,1500,1,1,4,6,123140
68.9,6600,1,4,5,8,89970
34.8,9900,5,12,3,4,52460
63.8,4800,5,6,5,9,142450
20.2,2800,6,12,2,5,40240
53.6,1300,1,3,1,4,106030
73.4,4000,1,2,6,10,176900
42.3,4800,1,2,2,6,94260
39.2,7100,3,3,1,2,53440
62.2,5000,4,7,1,3,84020
41.6,6400,3,5,1,4,62870
32.9,8300,1,1,3,7,53560
36.7,1600,2,7,4,8,71610
68.8,6800,1,4,4,8,101480
48.2,9900,10,10,3,6,70230
40.2,9900,1,4,1,2,55500
62,6200,1,4,3,6,75550
69.2,1000,1,3,4,5,134330
77.1,2700,11,12,5,7,118370
25.8,7100,2,9,1,4,33450
21.3,3200,4,5,1,2,36740
26.5,4700,3,8,1,4,52480
91.3,7000,2,3,4,6,109120
20.1,7500,5,7,1,4,34790
39.4,7800,4,4,4,6,60950
36.7,8900,7,7,2,3,64630
87.1,700,1,5,4,8,201610
56.1,8400,10,12,3,5,75670
81.9,8600,1,4,5,6,110630
37.8,500,1,1,1,5,93720
76.5,7100,1,2,1,3,125510
26.3,5200,1,6,2,5,42460
50.4,6200,6,6,5,8,65950
68.6,7800,3,10,5,6,100160
82.9,9100,1,11,5,6,98850
38.9,2500,1,5,1,2,75970
58,800,1,5,1,3,121670
57,3500,1,6,1,5,106190
26,2000,1,2,2,4,42280
59.9,3900,1,1,1,2,102050
83.3,8100,1,2,1,3,136440
69.9,1800,2,2,2,3,161610
59.1,3400,4,5,3,5,139300
65.9,3900,2,6,5,6,151310
80.9,8700,2,3,6,8,123190
38.1,8500,1,5,1,2,68370
43.1,5400,5,8,1,4,67960
62.2,1700,1,8,3,4,140900
53.4,6000,1,1,1,5,77760
45.4,1900,3,10,2,4,105660
38.4,3100,1,6,1,2,70530
57.6,6800,7,7,4,8,91910
20.5,7800,2,5,1,2,34000
69.1,4900,1,9,5,8,109450
58.6,2400,6,8,5,6,103100
47.3,7300,1,1,5,9,70830
92,4000,6,9,6,7,156700
23.1,3100,1,1,2,3,48460
87.1,4800,1,1,3,5,169630
65.7,1200,9,11,5,9,154350
38.4,4100,2,5,3,4,85690
46.8,5700,2,3,2,3,72860
66.8,8400,1,10,1,4,107610
38.2,6700,3,5,1,4,62810
33.3,2800,3,6,3,4,71550
37.7,5400,1,1,1,5,45050
73.3,2500,2,2,3,5,123490
52.5,3000,2,8,2,3,96900
69.8,6300,1,4,4,5,105160
54.4,5100,4,5,1,3,68830
100,8300,6,6,4,7,170550
57.6,6800,1,9,2,4,93200
26.6,200,4,4,1,3,64440
29.6,6700,2,2,3,7,48830
94.3,6500,1,5,6,9,136980
48.9,500,3,3,5,6,94840
22,4200,10,10,1,3,48580
36.6,2500,3,12,1,2,59310
28.9,1000,2,5,2,3,71820
35.2,5200,1,4,2,3,58950
46.3,9600,3,8,1,4,60080
44.7,800,1,1,3,7,112960
78.6,9100,2,5,1,3,147770
36.8,2200,1,2,3,4,60110
78.1,6500,1,1,1,2,133480
45.7,2000,5,5,2,4,97470
51.1,1000,2,2,2,5,105680
66.4,7900,1,12,5,9,101170
64,8000,3,5,5,6,84870
67,1900,1,3,2,3,122040
66.6,8400,6,11,1,3,90150
45.1,5100,6,10,4,8,68890
84,900,6,6,4,7,225510
53.7,3700,1,3,4,8,118790
92,200,6,7,6,10,222730
51.8,3200,6,11,1,4,101960
64.5,3400,1,1,5,7,126780
65,800,1,2,2,6,171810
24.1,1400,1,10,2,6,56820
67.1,9100,4,4,4,6,114190
96.6,500,1,6,4,5,194910
33.9,3100,9,11,1,3,74650
89.2,3900,5,11,2,4,144730
34.4,8200,2,10,3,6,63430
29.8,2900,4,6,2,3,64340
58.7,1200,3,3,1,5,133130
50.7,5400,6,6,4,6,65570
67.2,1300,2,8,5,7,184170
54.9,400,1,5,5,7,132760
36,7700,1,2,3,6,50700
98.6,9500,3,7,5,7,127670
29.9,3000,5,9,1,3,61210
99.1,2300,1,11,5,6,235100
64.7,200,11,11,2,3,177830
73.9,2700,7,12,6,8,129310
52.5,2800,3,3,1,3,102200
90.2,4000,6,9,3,4,183460
35.5,4200,1,1,4,6,83000
48.6,2000,5,9,2,6,101620
44.7,7600,7,8,4,6,70560
57.7,9600,2,2,4,8,76120
57.8,1800,1,4,2,4,113550
82,8800,6,8,4,6,152910
59.2,2500,1,8,3,7,133090
92.7,2000,2,3,7,8,205400
35.6,9500,3,4,1,4,41870
95.7,8700,2,12,6,9,131090
34.9,3000,2,2,4,5,61120
42.4,4700,1,7,2,5,101540
30.1,5500,1,3,4,8,36430
26.2,6200,6,8,2,6,47830
57.2,6700,6,9,4,8,97540
80.1,600,3,9,5,7,156600
44.7,6800,2,11,1,5,71420
30.7,8900,10,11,2,3,38210
23.5,2900,3,3,3,6,48470
24,9300,1,4,2,5,31140
23.8,8600,1,4,3,4,33620
83.5,3800,6,9,3,5,208380
63.7,2600,2,12,1,3,162600
56.6,900,2,7,2,5,119100
44.3,6500,2,5,3,4,60560
79.7,8700,6,8,2,6,150140
29.8,5400,6,7,1,4,48430
94.1,6300,4,4,6,7,141340
60.8,2700,1,1,2,4,110370
74.9,5800,2,5,5,9,118400
64.3,4700,2,5,4,7,115810
96.1,2300,1,1,7,9,157230
42.2,3400,5,10,1,4,91560
71.4,9200,4,8,6,8,123920
46.5,7200,4,8,5,8,64620
66.2,800,1,2,2,6,138280
54.2,3200,3,4,3,4,124190
80.9,6800,1,4,3,4,112920
37.6,7200,5,8,4,6,71110
85.8,5500,2,10,4,7,135630
39.8,9800,6,7,1,4,71170
37.3,2200,3,12,1,2,74940
65.4,5200,8,10,5,6,115310
75,9200,4,6,5,6,118410
41.3,2900,3,6,2,5,81640
92.6,5000,9,11,7,10,165990
49.8,9500,6,6,3,4,87350
52.4,5500,5,12,1,3,70680
38.6,3500,9,9,4,5,87960
86.4,8400,1,1,1,5,131490
32,5100,1,4,4,7,44720
34.6,8100,4,7,3,7,43150
46.6,3800,4,6,1,3,111820
49.9,9200,2,3,3,5,64440
68.8,4900,6,11,1,3,132740
48.9,1900,3,8,1,3,106420
34.4,9600,2,2,1,4,52410
21.7,4400,2,8,2,5,37020
67,9600,4,5,5,9,99970
60.8,4400,1,2,2,5,118570
55,9300,8,10,3,6,80560
32.4,7600,9,11,3,7,48040
67.5,8800,3,4,2,4,104300
76.6,7900,1,1,5,7,120980
27.6,6900,1,5,1,2,38250
56.2,3300,6,6,1,4,97210
33.3,2900,1,4,1,3,65000
74.1,7000,9,12,3,6,93410
56.3,1500,7,12,5,6,124130
94.5,4400,1,2,4,7,154960
59.8,3900,1,1,1,4,125450
80.1,300,2,6,2,3,203780
55,7800,5,10,5,9,81240
74.8,6800,1,4,1,2,123120
55.6,9600,2,6,5,7,94170
43.7,4300,1,9,1,4,89390
69.4,1400,4,5,6,9,143840
42.7,7500,1,3,1,4,50030
46.5,8400,1,11,4,7,79680
89.5,8300,1,12,2,3,119210
36.3,3700,3,6,4,6,78480
90.7,4800,1,2,1,5,176640
53.4,300,8,9,2,5,165320
53.2,7300,6,8,1,3,93850
42.3,8700,2,2,1,4,67910
71.4,1300,5,8,6,10,184760
36.3,5900,1,6,2,4,44720
20.3,9500,4,12,1,5,36440
49.4,4900,1,1,1,3,97670
88.6,500,1,2,6,8,246070
52.7,1700,3,4,3,7,127960
84.8,3200,7,8,4,6,164620
56.8,6900,1,5,5,9,66960
38.4,5200,7,7,4,5,52840
62.5,9100,9,12,3,6,94050
53.6,7300,12,12,4,8,90980
36.5,9600,4,4,2,4,63690
74.2,9500,3,6,3,5,92130
59.2,6400,8,8,2,3,78640
62.6,3900,7,11,2,6,151820
65.3,4500,5,10,5,9,142550
62.6,1700,1,6,4,7,162030
33.7,4800,3,6,1,4,84290
54.1,200,1,9,3,6,127950
39,2600,9,9,1,3,88060
72.6,3800,2,11,4,7,133730
55,8100,2,3,1,5,75530
73.6,9200,1,5,5,8,90080
51.5,6700,4,6,5,9,66340
68.7,5600,1,1,5,9,80500
46.6,9600,3,3,2,6,73850
24.9,4000,5,5,3,4,48270
69.5,8100,2,3,4,6,121030
36.6,9800,5,5,1,4,55400
61.3,1300,2,9,1,2,137600
42.1,7500,5,7,4,5,59590
40.9,4400,4,5,2,6,86020
51.8,9600,3,8,3,7,82370
65.4,6500,2,2,3,5,84280
24.7,500,1,8,1,4,56040
28.7,1300,8,10,1,3,68730
93.8,2700,1,1,6,9,162080
55.6,8500,4,5,2,6,67700
49.1,700,1,1,2,3,132650
23.5,6100,9,11,1,5,40980
93.9,8900,3,5,5,6,144860
61.6,6800,1,4,1,2,105500
90.7,4200,7,11,6,7,224800
49.1,900,1,5,1,5,92750
75.9,8300,6,12,6,10,109590
67.9,6800,7,9,4,6,116680
62.5,7600,5,11,1,5,113580
43.6,1300,1,1,3,4,119910
66.8,8400,1,1,1,4,117770
27.7,800,2,8,1,5,62810
30.4,2000,1,1,2,4,50560
26.8,6600,4,4,1,2,46060
80.5,8400,1,1,1,5,131640
35.1,4500,1,3,1,5,79410
38.3,1500,2,7,1,5,94890
22.4,6500,5,12,2,5,31210
89.1,2000,3,11,6,9,154560
50.8,9400,2,7,2,3,71370
23.3,9100,5,5,1,4,40610
60.2,9700,3,8,1,2,107910
27.2,3900,1,2,1,4,41680
36.3,3800,6,12,2,4,82480
66.8,6600,2,7,2,4,97030
45.3,7600,4,5,1,5,62250
35,5600,4,6,3,5,57920
66.3,5200,5,8,3,7,107070
94,3800,4,7,6,10,206370
32,6600,5,11,3,5,48600
58.2,6500,7,10,1,5,93050
60.2,6800,1,2,1,3,106680
71.9,2700,11,12,4,6,118800
56.2,7700,2,6,5,8,78100
35.9,900,4,8,2,4,74240
44.2,2600,5,9,1,3,94180
94.3,600,10,11,2,3,254270
39.1,1600,6,6,1,4,81670
78,1800,1,1,6,7,214950
55.4,3300,4,8,1,4,124520
51.4,8400,4,4,4,6,72110
34.5,400,4,5,1,5,81720
50.3,100,1,5,2,6,139060
56.9,600,5,12,5,9,146540
49.6,4600,8,8,3,5,100880
31.8,5000,3,8,1,3,54890
74.4,400,3,9,1,2,195140
38.3,8900,10,11,1,4,49630
52.8,6800,7,9,1,3,84870
51.9,2700,4,10,1,2,124930
84.8,3800,9,12,5,6,202040
65,800,2,2,1,2,180180
89.1,5000,2,3,5,6,152520
30,2600,4,5,2,4,59720
93.4,3400,5,6,2,6,176860
50.9,7900,1,3,1,3,82640
64.4,6700,3,3,2,6,109420
36,9300,1,11,4,5,42670
98.3,500,1,1,2,4,281860
66.5,3600,3,5,1,2,109220
99.6,1400,4,7,2,5,290100
35.1,7500,7,8,1,5,47410
87.6,4800,6,6,1,4,144430
64.9,7900,1,4,2,6,105250
43.7,4100,1,5,1,4,67600
69.7,100,3,6,3,5,178840
61,5200,8,9,1,5,77840
51.8,2500,1,1,1,5,95750
82.7,6700,6,7,6,8,148710
52.1,5800,2,8,1,5,81560
85.6,5500,1,3,3,4,152920
28.3,800,1,1,1,5,71900
34.3,9100,6,6,4,6,42810
69.7,6600,1,8,6,7,95910
81.9,1800,1,6,6,9,233290
58.2,7300,5,12,4,5,76180
32.2,8900,5,8,4,8,56920
43.9,3800,5,6,1,3,75780
97.3,4300,2,3,6,9,197550
34,7700,2,5,2,5,54100
53.2,1500,9,9,1,5,128840
28.1,5100,7,7,3,7,35650
71.2,300,1,1,5,6,223890
38.2,9100,2,3,1,2,65450
81.5,5600,1,2,4,7,103200
51.9,200,2,4,1,4,153190
83.1,2500,10,11,5,8,146960
60.8,4500,1,10,4,5,99530
55.9,9400,1,3,1,3,84570
68,8400,3,10,1,5,124870
39.4,600,9,10,3,6,104960
23.4,5200,6,11,3,7,33100
49.9,700,5,9,4,5,121070
36.8,1600,4,7,1,3,77850
85.7,8400,1,3,4,8,116620
55.9,3100,2,2,3,6,115260
97.2,2700,2,2,5,6,192540
69.7,9900,7,10,5,8,107860
42.7,7700,3,10,1,4,63930
46.4,7700,2,11,5,8,83570
26.4,6900,1,3,1,2,45880
48.9,2200,9,9,2,3,104030
89.1,4500,3,5,1,4,207380
51.5,9900,8,9,3,5,60950
47.7,9800,1,1,3,5,72030
60.6,8800,1,1,3,4,87750
85.7,9300,2,10,2,6,152240
29.7,1500,1,6,3,7,81900
65.5,8400,1,1,1,4,81400
39.1,7600,10,12,1,5,56310
62.4,4200,1,1,1,3,141180
22.5,4900,2,2,1,2,53110
57.9,8400,2,7,1,2,85910
67.1,3900,7,7,2,3,160630
27.9,3900,1,4,2,3,59030
61.2,2000,1,2,4,6,117260
37.6,6800,4,4,1,4,44220
62.9,5100,2,2,4,6,78170
72.4,3800,8,12,3,6,133630
26.7,2600,5,6,2,4,59400
75.3,1000,1,1,4,8,135670
20.7,6100,10,11,1,5,25670
45.7,4100,1,1,1,2,73660
53.6,6900,2,9,1,2,71080
69.3,7100,1,1,2,6,94860
65.6,6300,4,4,3,4,90560
36,2800,8,12,1,5,69110
27.4,9600,1,1,2,6,47790
89.4,8900,9,11,6,9,117960
53.9,6800,7,12,1,4,69280
70.3,2200,1,7,1,3,150700
67.5,1400,1,9,1,2,148950
84,2500,1,4,5,7,167680
48.2,6600,7,7,3,7,79470
94.3,7700,8,12,7,10,121020
26.9,4200,7,11,2,3,50650
39.1,7400,3,12,2,6,62810
62.7,3500,4,4,2,4,117880
53.8,6800,3,8,2,5,68790
40.3,6200,4,5,3,4,68870
70.7,3300,3,10,5,6,136540
43.7,2800,3,3,2,6,82820
71.5,1100,9,10,1,2,133330
61.5,7300,9,10,3,5,81360
27.5,4600,3,9,3,6,56160
39.9,9600,7,8,1,5,55260
46.1,2200,6,10,1,5,103750
52.8,5100,3,10,1,4,80300
94.4,7000,3,3,3,6,158450
41,4400,6,9,3,6,104690
84.9,1100,6,8,4,5,227440
42.8,8300,5,5,1,5,56080
93.3,5800,6,8,4,7,142960
67.4,1500,1,1,1,5,185920
63.3,1000,1,4,3,4,130060
32.7,5000,7,11,3,7,44540
36.3,5700,1,4,1,2,64650
45.4,8600,6,11,3,6,81730
97.9,700,3,5,5,6,262920
64.5,4600,3,3,2,4,140590
75.3,8300,4,4,6,9,131400
44.2,6700,3,7,1,2,79360
74.4,6900,2,3,4,7,94740
57.6,600,5,6,1,5,119120
78.5,9200,2,9,1,3,140050
64.5,6700,3,6,5,7,111030
39.4,7900,9,9,1,3,58570
62.4,4000,3,3,1,5,113490
75.5,1500,1,1,1,3,199090
29.7,8600,2,4,1,5,51800
53.4,1500,2,7,5,6,114390
69.9,5600,12,12,5,8,122920
90.4,3800,3,5,2,5,215980
63.9,1200,3,9,1,3,167720
22.8,900,2,4,2,6,67470
29.7,9400,3,3,1,5,42760
47.5,1200,10,11,4,6,117940
30,6700,6,11,1,5,51040
23.2,8500,3,9,3,7,35330
61.4,3500,1,12,1,3,96200
99.8,8200,5,12,5,8,136710
60.7,4500,4,8,1,5,101430
85.2,3300,4,4,3,7,162630
27.2,2800,5,10,3,5,46710
25.1,3700,9,10,3,5,43770
62.9,4900,2,3,4,6,114800
52.5,4700,3,3,1,3,100830
52.6,6500,3,10,2,6,69250
54.1,2200,5,9,1,3,97390
30.7,4400,5,10,1,2,70520
84.4,1400,3,8,3,6,164280
48,9200,1,4,5,7,65360
46.3,4900,10,11,3,5,104040
22,6100,5,8,2,6,31300
37.6,7800,9,9,3,7,65510
49.6,1500,2,2,4,6,116060
35.1,500,3,9,2,4,75050
29.9,9200,6,7,2,5,52500
57.8,3600,1,2,1,2,112770
47.7,4500,4,10,1,2,96700
79.4,8400,4,6,4,5,138410
28,5000,4,7,2,3,38700
86.2,8000,2,2,4,5,144600
48.2,3000,1,5,1,3,78990
60.4,1600,1,2,1,5,140140
67.3,1000,3,8,5,9,144170
24.5,3100,5,6,1,5,50070
57.7,6000,1,2,1,2,102500
41.3,6600,2,2,4,7,53710
60.6,4000,7,11,4,8,129470
74.2,2400,1,1,1,2,147040
57,4500,2,7,3,5,139490
95.2,8100,1,3,3,5,151130
55.1,7100,4,11,4,7,74010
40.1,8100,3,6,1,5,71730
26.1,6700,2,11,1,5,48520
85.8,7800,1,8,3,5,137450
65.4,8200,6,11,4,5,114870
52.4,2500,4,4,1,2,118320
28.2,1300,2,6,2,5,65150
24.8,1500,7,7,3,6,57760
49.2,3100,1,2,5,9,111850
86.7,6000,6,6,5,6,138650
22.6,5700,4,5,1,2,32170
65.9,7400,2,4,1,2,83640
57.7,3600,4,12,5,7,112200
55.6,5900,4,4,1,5,94970
52.6,5800,3,4,4,6,72430
88.4,9900,6,7,2,6,112250
43.5,6700,2,5,1,2,79260
55.7,5900,6,10,5,9,91540
47.2,2600,2,2,4,6,74720
81.4,3100,1,1,5,8,173690
39.7,4500,1,3,4,5,84890
60.1,2800,1,2,5,9,141980
63.3,6200,8,11,4,5,117620
43.4,1500,3,3,1,2,113070
54.6,7600,2,9,3,7,79560
75.2,800,4,6,2,3,182950
66.3,7600,8,10,4,5,100830
55.4,4100,7,7,1,5,118910
47.1,6200,2,5,2,4,76330
57.4,1300,7,9,5,7,112490
67.8,500,1,7,2,4,175550
58.7,6000,5,8,1,5,75170
51.8,9300,2,4,1,4,66130
52.1,1300,5,7,1,3,135510
29,6800,3,4,1,4,52090
51.3,4600,3,7,1,4,105990
48.9,2300,1,2,4,8,112220
75.5,4900,4,4,3,5,117820
61.7,5400,2,2,1,5,73020
97.6,3600,1,8,7,10,183230
29.6,8200,2,2,2,5,41690
67.5,9300,3,3,4,5,115850
36,9900,1,3,3,4,48690
37.6,9100,2,11,2,4,54790
29.3,9300,5,7,2,6,48960
23.4,2800,3,3,3,4,47800
38.2,7500,1,4,1,4,59540
39.5,7100,2,11,1,5,49230
51.8,2300,1,4,1,2,99720
62.1,1400,1,1,3,7,115350
41.6,600,3,7,1,5,119460
90.2,7900,3,5,1,2,149610
37.4,6000,2,7,4,6,56310
61.7,7500,1,1,4,5,101670
41.8,9700,3,10,3,4,77190
73.6,8600,1,1,5,6,108960
47.6,3400,1,2,3,5,101050
76.5,8700,8,12,5,8,125720
45.6,8400,5,5,3,5,77600
98,5100,5,9,6,8,180800
28.4,9500,10,12,1,5,44490
87.4,5800,1,1,2,6,140170
44.1,2500,3,5,2,5,83580
74.7,4300,4,12,6,8,172510
